feedback_id,source,timestamp,text,state,district,service,category,language,experience,urgency,issue_date,action_requested,data_type
SURVEY_000107,Survey,2025-06-24 02:37:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The government hospital near Port Blair needs better availability of essential medicines.,Andaman and Nicobar Islands,Port Blair,Healthcare,Healthcare,Malayalam,Poor,High,2025-06-03,Yes,synthetic
SURVEY_000108,Survey,2025-12-11 21:44:00,There has been an irregular water supply in the Jalandhar area for the past few days. Please provide an update on the issue.,Punjab,Jalandhar,Water Supply,Water Supply,English,Average,Critical,2025-12-03,Yes,synthetic
SURVEY_000109,Survey,2026-05-25 07:08:00,Traffic congestion around Chandigarh is getting worse and better traffic management is needed. Please look into this issue.,Chandigarh,Chandigarh,Roads & Traffic,Roads & Traffic,English,Average,Low,2026-05-13,Already resolved,synthetic
SURVEY_000110,Survey,2025-08-18 19:51:00,कृपया इस समस्या पर ध्यान दें। The drainage near Chandigarh needs cleaning because water is stagnating after rain.,Chandigarh,Chandigarh,Sanitation & Waste,Sanitation & Waste,Hindi,Good,Medium,2025-07-05,Yes,synthetic
SURVEY_000111,Survey,2026-04-19 17:15:00,The area around Jorhat needs more regular cleaning and waste collection.,Assam,Jorhat,Sanitation & Waste,Sanitation & Waste,English,Good,Low,2026-04-05,Yes,synthetic
SURVEY_000112,Survey,2026-02-28 16:26:00,The drainage near Leh needs cleaning because water is stagnating after rain.,Ladakh,Leh,Sanitation & Waste,Sanitation & Waste,English,Good,Medium,2026-01-27,No,synthetic
SURVEY_000113,Survey,2026-06-20 09:05:00,कृपया इस समस्या पर ध्यान दें। Traffic congestion around Mandi is getting worse and better traffic management is needed. I hope the issue can be resolved soon.,Himachal Pradesh,Mandi,Roads & Traffic,Roads & Traffic,Hindi,Good,High,2026-06-13,Yes,synthetic
SURVEY_000114,Survey,2025-02-23 01:25:00,The bus stop near Bokaro needs better cleanliness and maintenance. Please look into this issue.,Jharkhand,Bokaro,Public Transport,Public Transport,English,Very Good,Low,2025-01-28,Yes,synthetic
SURVEY_000115,Survey,2025-06-07 01:18:00,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Vehicles are frequently parked on the road near Warangal, causing unnecessary congestion. I request the concerned authority to take action.",Telangana,Warangal,Roads & Traffic,Roads & Traffic,Kannada,Poor,Low,2025-05-30,Yes,synthetic
SURVEY_000116,Survey,2026-08-23 16:27:00,A public service issue near Kargil has remained unresolved for several days.,Ladakh,Kargil,Other Public Services,Other Public Services,English,Very Poor,Low,2026-07-16,Already resolved,synthetic
SURVEY_000117,Survey,2025-05-25 19:34:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Buses on the route near Tura are irregular and commuters are waiting for a long time. I hope the issue can be resolved soon.,Meghalaya,Tura,Public Transport,Public Transport,Tamil,Very Poor,Medium,2025-04-24,Yes,synthetic
SURVEY_000118,Survey,2025-08-22 21:05:00,A water pipeline appears to be leaking near Nongpoh and needs repair. I hope the issue can be resolved soon.,Meghalaya,Nongpoh,Water Supply,Water Supply,English,Poor,Low,2025-07-11,Yes,synthetic
SURVEY_000119,Survey,2025-02-08 02:22:00,Students in Kavaratti are facing delays in scholarship-related services.,Lakshadweep,Kavaratti,Education,Education,English,Good,Low,2025-01-17,Yes,synthetic
SURVEY_000120,Survey,2026-06-04 15:40:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The water supplied in Vadodara sometimes has an unusual smell and should be checked.,Gujarat,Vadodara,Water Supply,Water Supply,Tamil,Very Poor,Medium,2026-04-21,Yes,synthetic
SURVEY_000121,Survey,2025-12-16 12:52:00,"Vehicles are frequently parked on the road near Durg, causing unnecessary congestion. I request the concerned authority to take action.",Chhattisgarh,Durg,Roads & Traffic,Roads & Traffic,English,Poor,Low,2025-11-14,Yes,synthetic
SURVEY_000122,Survey,2026-03-14 12:21:00,Traffic congestion around Rourkela is getting worse and better traffic management is needed. Please provide an update on the issue.,Odisha,Rourkela,Roads & Traffic,Roads & Traffic,English,Good,Medium,2026-02-14,Yes,synthetic
SURVEY_000123,Survey,2026-07-31 10:06:00,कृपया इस समस्या पर ध्यान दें। Buses on the route near Nizamabad are irregular and commuters are waiting for a long time. This needs attention from the concerned department.,Telangana,Nizamabad,Public Transport,Public Transport,Hindi,Good,Low,2026-07-13,Already resolved,synthetic
SURVEY_000124,Survey,2026-02-05 13:17:00,A public service issue near Jalandhar has remained unresolved for several days. Please provide an update on the issue.,Punjab,Jalandhar,Other Public Services,Other Public Services,English,Good,Low,2025-12-28,Yes,synthetic
SURVEY_000125,Survey,2025-03-25 20:23:00,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Street lights are not working properly near Warangal, making the road unsafe after dark. I hope the issue can be resolved soon.",Telangana,Warangal,Roads & Traffic,Roads & Traffic,Tamil,Poor,Medium,2025-03-10,Yes,synthetic
SURVEY_000126,Survey,2026-07-20 12:20:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Dibrugarh are concerned about safety after dark. Please look into this issue.,Assam,Dibrugarh,Police & Public Safety,Police & Public Safety,Tamil,Very Good,Medium,2026-06-27,Yes,synthetic
SURVEY_000127,Survey,2025-11-08 14:13:00,कृपया इस समस्या पर ध्यान दें। A water pipeline appears to be leaking near Pasighat and needs repair. Please provide an update on the issue.,Arunachal Pradesh,Pasighat,Water Supply,Water Supply,Hindi,Average,Medium,2025-09-24,Yes,synthetic
SURVEY_000128,Survey,2025-05-13 10:42:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A water pipeline appears to be leaking near Bhopal and needs repair. I hope the issue can be resolved soon.,Madhya Pradesh,Bhopal,Water Supply,Water Supply,Telugu,Good,Medium,2025-03-31,Yes,synthetic
SURVEY_000129,Survey,2026-02-07 07:07:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The government hospital near Kavaratti needs better availability of essential medicines.,Lakshadweep,Kavaratti,Healthcare,Healthcare,Malayalam,Good,High,2026-01-06,Yes,synthetic
SURVEY_000130,Survey,2025-06-21 02:04:00,"Street lights are not working properly near Tura, making the road unsafe after dark. Please provide an update on the issue.",Meghalaya,Tura,Roads & Traffic,Roads & Traffic,English,Average,Medium,2025-05-13,Already resolved,synthetic
SURVEY_000131,Survey,2026-05-05 21:33:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The educational facility near Silvassa needs better maintenance and support services. I hope the issue can be resolved soon.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Education,Education,Malayalam,Good,Low,2026-04-06,Yes,synthetic
SURVEY_000132,Survey,2025-11-18 05:20:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Students in Kochi are facing delays in scholarship-related services. I hope the issue can be resolved soon.,Kerala,Kochi,Education,Education,Tamil,Average,High,2025-11-08,Yes,synthetic
SURVEY_000133,Survey,2026-07-06 16:41:00,The government hospital near Bhubaneswar needs better availability of essential medicines. I hope the issue can be resolved soon.,Odisha,Bhubaneswar,Healthcare,Healthcare,English,Poor,Critical,2026-07-01,Yes,synthetic
SURVEY_000134,Survey,2025-02-04 01:41:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The complaint handling process in Jamshedpur could be faster and easier to track. I hope the issue can be resolved soon.,Jharkhand,Jamshedpur,Other Public Services,Other Public Services,Telugu,Good,Medium,2025-01-30,Yes,synthetic
SURVEY_000135,Survey,2025-10-21 12:19:00,कृपया इस समस्या पर ध्यान दें। The public safety issue reported near Dehradun needs quicker follow-up. Please look into this issue.,Uttarakhand,Dehradun,Police & Public Safety,Police & Public Safety,Hindi,Very Good,Medium,2025-09-08,Yes,synthetic
SURVEY_000136,Survey,2025-12-15 12:08:00,कृपया इस समस्या पर ध्यान दें। The educational facility near Hubballi needs better maintenance and support services. Please look into this issue.,Karnataka,Hubballi,Education,Education,Hindi,Average,Low,2025-11-23,Yes,synthetic
SURVEY_000137,Survey,2026-03-09 13:15:00,Traffic enforcement around Jodhpur should be improved during busy hours.,Rajasthan,Jodhpur,Police & Public Safety,Police & Public Safety,English,Poor,Medium,2026-01-29,Yes,synthetic
SURVEY_000138,Survey,2025-01-29 12:32:00,"Residents near Jodhpur are facing water shortages, especially in the morning.",Rajasthan,Jodhpur,Water Supply,Water Supply,English,Average,Medium,2025-01-24,Yes,synthetic
SURVEY_000139,Survey,2026-05-15 17:00:00,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Aurangabad, and waste is accumulating. This needs attention from the concerned department.",Maharashtra,Aurangabad,Sanitation & Waste,Sanitation & Waste,Hindi,Very Poor,Medium,2026-04-27,Already resolved,synthetic
SURVEY_000140,Survey,2025-10-27 12:32:00,कृपया इस समस्या पर ध्यान दें। Waste disposal near Karimnagar is creating an unpleasant environment for residents.,Telangana,Karimnagar,Sanitation & Waste,Sanitation & Waste,Hindi,Very Poor,Low,2025-10-23,Yes,synthetic
SURVEY_000141,Survey,2026-01-18 11:48:00,The civic facility near Mokokchung needs better maintenance. I hope the issue can be resolved soon.,Nagaland,Mokokchung,Other Public Services,Other Public Services,English,Very Poor,Critical,2025-12-14,Already resolved,synthetic
SURVEY_000142,Survey,2026-04-22 19:57:00,Traffic congestion around Prayagraj is getting worse and better traffic management is needed. I hope the issue can be resolved soon.,Uttar Pradesh,Prayagraj,Roads & Traffic,Roads & Traffic,English,Very Poor,Low,2026-04-13,Yes,synthetic
SURVEY_000143,Survey,2026-07-10 15:45:00,The educational facility near Jodhpur needs better maintenance and support services. Please look into this issue.,Rajasthan,Jodhpur,Education,Education,English,Very Good,High,2026-06-06,Yes,synthetic
SURVEY_000144,Survey,2025-03-07 15:16:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Public transport near Nizamabad is overcrowded during morning and evening peak hours.,Telangana,Nizamabad,Public Transport,Public Transport,Tamil,Very Good,Medium,2025-01-28,No,synthetic
SURVEY_000145,Survey,2025-09-08 18:44:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. My government document application from Leh has been delayed beyond the expected time. Please provide an update on the issue.,Ladakh,Leh,Government Documents,Government Documents,Telugu,Average,Medium,2025-09-06,Yes,synthetic
SURVEY_000146,Survey,2026-05-01 22:08:00,कृपया इस समस्या पर ध्यान दें। The water supplied in Kota sometimes has an unusual smell and should be checked. Please provide an update on the issue.,Rajasthan,Kota,Water Supply,Water Supply,Hindi,Average,Low,2026-04-28,Yes,synthetic
SURVEY_000147,Survey,2025-11-06 15:12:00,कृपया इस समस्या पर ध्यान दें। The drainage near Silvassa needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Sanitation & Waste,Sanitation & Waste,Hindi,Very Good,Medium,2025-09-28,Yes,synthetic
SURVEY_000148,Survey,2026-08-14 09:07:00,Residents in Thoubal need easier access to primary healthcare services.,Manipur,Thoubal,Healthcare,Healthcare,English,Good,High,2026-07-28,Yes,synthetic
SURVEY_000149,Survey,2026-05-09 08:47:00,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Agra are facing water shortages, especially in the morning. I hope the issue can be resolved soon.",Uttar Pradesh,Agra,Water Supply,Water Supply,Kannada,Poor,Medium,2026-03-29,Yes,synthetic
SURVEY_000150,Survey,2026-07-12 20:14:00,कृपया इस समस्या पर ध्यान दें। The waiting time at the public health facility near Mokokchung is very long. This needs attention from the concerned department.,Nagaland,Mokokchung,Healthcare,Healthcare,Hindi,Poor,Medium,2026-06-28,Yes,synthetic
