Timestamp,State,City/District,Public service,Experience,Tell us about your experience,Urgency,Issue date,Language,Would you like the concerned authority to take action?
2026-05-05 21:33:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Education,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The educational facility near Silvassa needs better maintenance and support services. I hope the issue can be resolved soon.,Low,2026-04-06,Malayalam,Yes
2025-11-18 05:20:00,Kerala,Kochi,Education,Average,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Students in Kochi are facing delays in scholarship-related services. I hope the issue can be resolved soon.,High,2025-11-08,Tamil,Yes
2026-07-06 16:41:00,Odisha,Bhubaneswar,Healthcare,Poor,The government hospital near Bhubaneswar needs better availability of essential medicines. I hope the issue can be resolved soon.,Critical,2026-07-01,English,Yes
2025-02-04 01:41:00,Jharkhand,Jamshedpur,Other Public Services,Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The complaint handling process in Jamshedpur could be faster and easier to track. I hope the issue can be resolved soon.,Medium,2025-01-30,Telugu,Yes
2025-10-21 12:19:00,Uttarakhand,Dehradun,Police & Public Safety,Very Good,कृपया इस समस्या पर ध्यान दें। The public safety issue reported near Dehradun needs quicker follow-up. Please look into this issue.,Medium,2025-09-08,Hindi,Yes
2025-12-15 12:08:00,Karnataka,Hubballi,Education,Average,कृपया इस समस्या पर ध्यान दें। The educational facility near Hubballi needs better maintenance and support services. Please look into this issue.,Low,2025-11-23,Hindi,Yes
2026-03-09 13:15:00,Rajasthan,Jodhpur,Police & Public Safety,Poor,Traffic enforcement around Jodhpur should be improved during busy hours.,Medium,2026-01-29,English,Yes
2025-01-29 12:32:00,Rajasthan,Jodhpur,Water Supply,Average,"Residents near Jodhpur are facing water shortages, especially in the morning.",Medium,2025-01-24,English,Yes
2026-05-15 17:00:00,Maharashtra,Aurangabad,Sanitation & Waste,Very Poor,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Aurangabad, and waste is accumulating. This needs attention from the concerned department.",Medium,2026-04-27,Hindi,Already resolved
2025-10-27 12:32:00,Telangana,Karimnagar,Sanitation & Waste,Very Poor,कृपया इस समस्या पर ध्यान दें। Waste disposal near Karimnagar is creating an unpleasant environment for residents.,Low,2025-10-23,Hindi,Yes
2026-01-18 11:48:00,Nagaland,Mokokchung,Other Public Services,Very Poor,The civic facility near Mokokchung needs better maintenance. I hope the issue can be resolved soon.,Critical,2025-12-14,English,Already resolved
2026-04-22 19:57:00,Uttar Pradesh,Prayagraj,Roads & Traffic,Very Poor,Traffic congestion around Prayagraj is getting worse and better traffic management is needed. I hope the issue can be resolved soon.,Low,2026-04-13,English,Yes
2026-07-10 15:45:00,Rajasthan,Jodhpur,Education,Very Good,The educational facility near Jodhpur needs better maintenance and support services. Please look into this issue.,High,2026-06-06,English,Yes
2025-03-07 15:16:00,Telangana,Nizamabad,Public Transport,Very Good,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Public transport near Nizamabad is overcrowded during morning and evening peak hours.,Medium,2025-01-28,Tamil,No
2025-09-08 18:44:00,Ladakh,Leh,Government Documents,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. My government document application from Leh has been delayed beyond the expected time. Please provide an update on the issue.,Medium,2025-09-06,Telugu,Yes
2026-05-01 22:08:00,Rajasthan,Kota,Water Supply,Average,कृपया इस समस्या पर ध्यान दें। The water supplied in Kota sometimes has an unusual smell and should be checked. Please provide an update on the issue.,Low,2026-04-28,Hindi,Yes
2025-11-06 15:12:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Sanitation & Waste,Very Good,कृपया इस समस्या पर ध्यान दें। The drainage near Silvassa needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,Medium,2025-09-28,Hindi,Yes
2026-08-14 09:07:00,Manipur,Thoubal,Healthcare,Good,Residents in Thoubal need easier access to primary healthcare services.,High,2026-07-28,English,Yes
2026-05-09 08:47:00,Uttar Pradesh,Agra,Water Supply,Poor,"ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents near Agra are facing water shortages, especially in the morning. I hope the issue can be resolved soon.",Medium,2026-03-29,Kannada,Yes
2026-07-12 20:14:00,Nagaland,Mokokchung,Healthcare,Poor,कृपया इस समस्या पर ध्यान दें। The waiting time at the public health facility near Mokokchung is very long. This needs attention from the concerned department.,Medium,2026-06-28,Hindi,Yes
2026-06-02 20:12:00,Ladakh,Leh,Water Supply,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. A water pipeline appears to be leaking near Leh and needs repair. Please look into this issue.,Medium,2026-05-03,Malayalam,Yes
2025-07-25 05:59:00,Goa,Vasco da Gama,Other Public Services,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. A public service issue near Vasco da Gama has remained unresolved for several days.,High,2025-06-29,Telugu,Yes
2025-01-29 18:38:00,Uttar Pradesh,Varanasi,Water Supply,Very Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. There has been an irregular water supply in the Varanasi area for the past few days.,Critical,2025-01-10,Malayalam,Already resolved
2026-06-30 08:12:00,Sikkim,Namchi,Police & Public Safety,Very Good,The police response near Namchi was delayed and the issue needs attention. Please provide an update on the issue.,Medium,2026-06-01,English,Already resolved
2025-07-28 19:54:00,Mizoram,Champhai,Water Supply,Very Poor,"Residents near Champhai are facing water shortages, especially in the morning.",Medium,2025-07-17,English,No
2025-09-12 08:24:00,Chandigarh,Chandigarh,Public Transport,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Public transport near Chandigarh is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,Low,2025-09-12,Malayalam,Yes
2025-04-16 03:29:00,Sikkim,Namchi,Other Public Services,Good,कृपया इस समस्या पर ध्यान दें। The complaint handling process in Namchi could be faster and easier to track. I hope the issue can be resolved soon.,Low,2025-03-05,Hindi,No
2026-05-19 11:26:00,Punjab,Chandigarh,Healthcare,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Residents in Chandigarh need easier access to primary healthcare services.,Low,2026-04-11,Malayalam,Yes
2025-04-26 03:03:00,Maharashtra,Pune,Other Public Services,Good,The civic facility near Pune needs better maintenance. I request the concerned authority to take action.,Low,2025-03-21,English,No
2026-07-05 01:29:00,Karnataka,Mangaluru,Government Documents,Average,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The certificate service near Mangaluru requires too many visits and could be made easier. Please provide an update on the issue.,High,2026-06-07,Kannada,Yes
2026-08-20 01:27:00,Bihar,Bhagalpur,Healthcare,Good,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The healthcare service near Bhagalpur was helpful, but staffing appears to be limited. I hope the issue can be resolved soon.",Medium,2026-08-16,Tamil,No
2026-03-30 12:28:00,Bihar,Patna,Police & Public Safety,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The public safety issue reported near Patna needs quicker follow-up. I hope the issue can be resolved soon.,Medium,2026-03-07,Tamil,No
2025-08-17 00:19:00,Himachal Pradesh,Mandi,Public Transport,Poor,कृपया इस समस्या पर ध्यान दें। Public transport services near Mandi should be more frequent during peak hours. I hope the issue can be resolved soon.,Medium,2025-08-17,Hindi,No
2025-04-28 21:26:00,West Bengal,Durgapur,Electricity,Poor,Power cuts in the Durgapur area are frequent and are affecting daily work. Please look into this issue.,Medium,2025-04-26,English,Already resolved
2026-03-16 07:34:00,Gujarat,Ahmedabad,Police & Public Safety,Average,Traffic enforcement around Ahmedabad should be improved during busy hours.,High,2026-02-16,English,No
2026-09-07 00:00:00,Bihar,Gaya,Government Documents,Very Good,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. There is a delay in processing document applications in Gaya. I request the concerned authority to take action.,Low,2026-08-15,Telugu,Yes
2025-08-08 21:27:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Education,Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Parents in Daman have reported delays in receiving information from the school. This needs attention from the concerned department.,Low,2025-06-29,Malayalam,Already resolved
2026-08-04 07:54:00,Tripura,Dharmanagar,Sanitation & Waste,Good,The drainage near Dharmanagar needs cleaning because water is stagnating after rain. I request the concerned authority to take action.,Medium,2026-07-05,English,Yes
2025-10-02 10:41:00,Jammu and Kashmir,Srinagar,Government Documents,Average,कृपया इस समस्या पर ध्यान दें। My government document application from Srinagar has been delayed beyond the expected time.,Medium,2025-09-19,Hindi,Yes
2025-02-14 06:51:00,Telangana,Hyderabad,Government Documents,Good,The certificate service near Hyderabad requires too many visits and could be made easier. This needs attention from the concerned department.,Low,2025-02-10,English,No
2026-05-21 22:38:00,Punjab,Chandigarh,Electricity,Very Good,The electricity voltage near Chandigarh is unstable and appliances are being affected. I request the concerned authority to take action.,Critical,2026-05-06,English,Already resolved
2026-07-11 14:06:00,Andaman and Nicobar Islands,Port Blair,Healthcare,Average,Residents in Port Blair need easier access to primary healthcare services.,Medium,2026-06-10,English,Yes
2025-02-02 17:59:00,Rajasthan,Jodhpur,Sanitation & Waste,Poor,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Waste disposal near Jodhpur is creating an unpleasant environment for residents. I request the concerned authority to take action.,Low,2025-01-17,Telugu,No
2025-12-28 15:46:00,Sikkim,Gangtok,Education,Average,कृपया इस समस्या पर ध्यान दें। Parents in Gangtok have reported delays in receiving information from the school. This needs attention from the concerned department.,Low,2025-12-12,Hindi,Already resolved
2025-04-04 01:53:00,Karnataka,Mysuru,Government Documents,Average,कृपया इस समस्या पर ध्यान दें। My government document application from Mysuru has been delayed beyond the expected time.,High,2025-03-02,Hindi,Yes
2025-09-13 14:23:00,Bihar,Patna,Education,Poor,The public school near Patna needs improvements to basic facilities. I hope the issue can be resolved soon.,Medium,2025-08-12,English,Yes
2025-11-12 09:01:00,Ladakh,Kargil,Roads & Traffic,Very Poor,"Vehicles are frequently parked on the road near Kargil, causing unnecessary congestion.",Medium,2025-10-09,English,Yes
2026-01-15 12:05:00,Kerala,Thiruvananthapuram,Public Transport,Average,कृपया इस समस्या पर ध्यान दें। The bus stop near Thiruvananthapuram needs better cleanliness and maintenance.,Low,2025-12-29,Hindi,Yes
